"","gene_id","gene_name","n_signif","n_rank"
"ENSG00000171914","ENSG00000171914","TLN2",3,3
"ENSG00000103657","ENSG00000103657","HERC1",2,3
"ENSG00000169032","ENSG00000169032","MAP2K1",3,3
"ENSG00000174444","ENSG00000174444","RPL4",3,3
"ENSG00000169018","ENSG00000169018","FEM1B",3,3
"ENSG00000137818","ENSG00000137818","RPLP1",3,3
"ENSG00000067225","ENSG00000067225","PKM",3,3
"ENSG00000156642","ENSG00000156642","NPTN",3,3
"ENSG00000129009","ENSG00000129009","ISLR",3,3
"ENSG00000178741","ENSG00000178741","COX5A",3,3
"ENSG00000198794","ENSG00000198794","SCAMP5",3,3
"ENSG00000117906","ENSG00000117906","RCN2",3,3
"ENSG00000169783","ENSG00000169783","LINGO1",3,3
"ENSG00000185787","ENSG00000185787","MORF4L1",3,3
"ENSG00000058335","ENSG00000058335","RASGRF1",3,3
"ENSG00000172379","ENSG00000172379","ARNT2",3,3
"ENSG00000166503","ENSG00000166503","HDGFL3",2,3
"ENSG00000140600","ENSG00000140600","SH3GL3",2,3
"ENSG00000140545","ENSG00000140545","MFGE8",2,3
"ENSG00000166819","ENSG00000166819","PLIN1",3,3
"ENSG00000185518","ENSG00000185518","SV2B",3,3
"ENSG00000188536","ENSG00000188536","HBA2",3,3
"ENSG00000206172","ENSG00000206172","HBA1",3,3
"ENSG00000242173","ENSG00000242173","ARHGDIG",3,3
"ENSG00000127585","ENSG00000127585","FBXL16",3,3
"ENSG00000103260","ENSG00000103260","METRN",3,3
"ENSG00000007516","ENSG00000007516","BAIAP3",3,3
"ENSG00000138834","ENSG00000138834","MAPK8IP3",3,3
"ENSG00000140988","ENSG00000140988","RPS2",3,3
"ENSG00000127561","ENSG00000127561","SYNGR3",3,3
"ENSG00000184207","ENSG00000184207","PGP",3,3
"ENSG00000205937","ENSG00000205937","RNPS1",2,3
"ENSG00000103415","ENSG00000103415","HMOX2",3,3
"ENSG00000089486","ENSG00000089486","CDIP1",2,3
"ENSG00000267795","ENSG00000267795","SMIM22",3,3
"ENSG00000078328","ENSG00000078328","RBFOX1",3,3
"ENSG00000183454","ENSG00000183454","GRIN2A",3,3
"ENSG00000182108","ENSG00000182108","DEXI",2,3
"ENSG00000184602","ENSG00000184602","SNN",3,3
"ENSG00000186260","ENSG00000186260","MKL2",3,3
"ENSG00000166780","ENSG00000166780","C16orf45",3,3
"ENSG00000134419","ENSG00000134419","RPS15A",3,3
"ENSG00000170540","ENSG00000170540","ARL6IP1",3,3
"ENSG00000167191","ENSG00000167191","GPRC5B",3,3
"ENSG00000103316","ENSG00000103316","CRYM",3,3
"ENSG00000140740","ENSG00000140740","UQCRC2",3,3
"ENSG00000122254","ENSG00000122254","HS3ST2",3,3
"ENSG00000004779","ENSG00000004779","NDUFAB1",3,3
"ENSG00000166501","ENSG00000166501","PRKCB",3,3
"ENSG00000006116","ENSG00000006116","CACNG3",3,3
"ENSG00000176046","ENSG00000176046","NUPR1",3,3
"ENSG00000167371","ENSG00000167371","PRRT2",3,3
"ENSG00000174938","ENSG00000174938","SEZ6L2",3,3
"ENSG00000149927","ENSG00000149927","DOC2A",2,3
"ENSG00000149925","ENSG00000149925","ALDOA",3,3
"ENSG00000090238","ENSG00000090238","YPEL3",3,3
"ENSG00000099365","ENSG00000099365","STX1B",3,3
"ENSG00000089280","ENSG00000089280","FUS",2,3
"ENSG00000069329","ENSG00000069329","VPS35",3,3
"ENSG00000129636","ENSG00000129636","ITFG1",3,3
"ENSG00000087258","ENSG00000087258","GNAO1",3,3
"ENSG00000087250","ENSG00000087250","MT3",3,3
"ENSG00000125148","ENSG00000125148","MT2A",3,3
"ENSG00000169715","ENSG00000169715","MT1E",3,3
"ENSG00000205364","ENSG00000205364","MT1M",3,3
"ENSG00000140848","ENSG00000140848","CPNE2",2,3
"ENSG00000102934","ENSG00000102934","PLLP",3,3
"ENSG00000103034","ENSG00000103034","NDRG4",3,3
"ENSG00000150394","ENSG00000150394","CDH8",2,3
"ENSG00000159713","ENSG00000159713","TPPP3",2,3
"ENSG00000159720","ENSG00000159720","ATP6V0D1",3,3
"ENSG00000172137","ENSG00000172137","CALB2",3,3
"ENSG00000166848","ENSG00000166848","TERF2IP",2,3
"ENSG00000152910","ENSG00000152910","CNTNAP4",3,3
"ENSG00000166509","ENSG00000166509","CLEC3A",3,3
"ENSG00000153815","ENSG00000153815","CMIP",3,3
"ENSG00000140945","ENSG00000140945","CDH13",2,3
"ENSG00000103154","ENSG00000103154","NECAB2",3,3
"ENSG00000135709","ENSG00000135709","KIAA0513",3,3
"ENSG00000131143","ENSG00000131143","COX4I1",3,3
"ENSG00000140941","ENSG00000140941","MAP1LC3B",3,3
"ENSG00000154118","ENSG00000154118","JPH3",2,3
"ENSG00000167526","ENSG00000167526","RPL13",3,3
"ENSG00000141002","ENSG00000141002","TCF25",2,3
"ENSG00000003249","ENSG00000003249","DBNDD1",3,3
"ENSG00000159842","ENSG00000159842","ABR",3,3
"ENSG00000108953","ENSG00000108953","YWHAE",2,3
"ENSG00000174238","ENSG00000174238","PITPNA",2,3
"ENSG00000132386","ENSG00000132386","SERPINF1",3,3
"ENSG00000007168","ENSG00000007168","PAFAH1B1",3,3
"ENSG00000004660","ENSG00000004660","CAMKK1",3,3
"ENSG00000091592","ENSG00000091592","NLRP1",3,3
"ENSG00000132535","ENSG00000132535","DLG4",3,3
"ENSG00000129244","ENSG00000129244","ATP1B2",3,3
"ENSG00000108947","ENSG00000108947","EFNB3",2,3
"ENSG00000183011","ENSG00000183011","NAA38",3,3
"ENSG00000170043","ENSG00000170043","TRAPPC1",3,3
"ENSG00000220205","ENSG00000220205","VAMP2",3,3
"ENSG00000161970","ENSG00000161970","RPL26",3,3
"ENSG00000007237","ENSG00000007237","GAS7",2,3
"ENSG00000065559","ENSG00000065559","MAP2K4",3,3
"ENSG00000109099","ENSG00000109099","PMP22",3,3
"ENSG00000170315","ENSG00000170315","UBB",3,3
"ENSG00000108551","ENSG00000108551","RASD1",3,3
"ENSG00000072310","ENSG00000072310","SREBF1",2,3
"ENSG00000072134","ENSG00000072134","EPN2",3,3
"ENSG00000124422","ENSG00000124422","USP22",2,3
"ENSG00000087095","ENSG00000087095","NLK",3,3
"ENSG00000109107","ENSG00000109107","ALDOC",3,3
"ENSG00000198242","ENSG00000198242","RPL23A",3,3
"ENSG00000126860","ENSG00000126860","EVI2A",2,3
"ENSG00000172301","ENSG00000172301","COPRS",2,3
"ENSG00000176749","ENSG00000176749","CDK5R1",3,3
"ENSG00000276293","ENSG00000276293","PIP4K2B",2,3
"ENSG00000108298","ENSG00000108298","RPL19",3,3
"ENSG00000141750","ENSG00000141750","STAC2",2,3
"ENSG00000171532","ENSG00000171532","NEUROD2",3,3
"ENSG00000141753","ENSG00000141753","IGFBP4",2,3
"ENSG00000213424","ENSG00000213424","KRT222",2,3
"ENSG00000171345","ENSG00000171345","KRT19",3,3
"ENSG00000128422","ENSG00000128422","KRT17",3,3
"ENSG00000173812","ENSG00000173812","EIF1",2,3
"ENSG00000173786","ENSG00000173786","CNP",3,3
"ENSG00000033627","ENSG00000033627","ATP6V0A1",3,3
"ENSG00000108797","ENSG00000108797","CNTNAP1",3,3
"ENSG00000108861","ENSG00000108861","DUSP3",2,3
"ENSG00000108309","ENSG00000108309","RUNDC3A",3,3
"ENSG00000161682","ENSG00000161682","FAM171A2",2,3
"ENSG00000131095","ENSG00000131095","GFAP",3,3
"ENSG00000186868","ENSG00000186868","MAPT",2,3
"ENSG00000073969","ENSG00000073969","NSF",3,3
"ENSG00000159199","ENSG00000159199","ATP5MC1",3,3
"ENSG00000108821","ENSG00000108821","COL1A1",3,3
"ENSG00000239672","ENSG00000239672","NME1",3,3
"ENSG00000154975","ENSG00000154975","CA10",3,3
"ENSG00000108960","ENSG00000108960","MMD",2,3
"ENSG00000264364","ENSG00000264364","DYNLL2",3,3
"ENSG00000108387","ENSG00000108387","SEPT4",3,3
"ENSG00000108395","ENSG00000108395","TRIM37",3,3
"ENSG00000141367","ENSG00000141367","CLTC",3,3
"ENSG00000266402","ENSG00000266402","SNHG25",3,3
"ENSG00000108654","ENSG00000108654","DDX5",3,3
"ENSG00000154229","ENSG00000154229","PRKCA",3,3
"ENSG00000108946","ENSG00000108946","PRKAR1A",3,3
"ENSG00000180616","ENSG00000180616","SSTR2",3,3
"ENSG00000172809","ENSG00000172809","RPL38",3,3
"ENSG00000109062","ENSG00000109062","SLC9A3R1",3,3
"ENSG00000167863","ENSG00000167863","ATP5PD",3,3
"ENSG00000189159","ENSG00000189159","JPT1",3,3
"ENSG00000188612","ENSG00000188612","SUMO2",3,3
"ENSG00000132475","ENSG00000132475","H3F3B",3,3
"ENSG00000132471","ENSG00000132471","WBP2",3,3
"ENSG00000182534","ENSG00000182534","MXRA7",3,3
"ENSG00000167889","ENSG00000167889","MGAT5B",3,3
"ENSG00000108639","ENSG00000108639","SYNGR2",3,3
"ENSG00000167281","ENSG00000167281","RBFOX3",3,3
"ENSG00000171246","ENSG00000171246","NPTX1",3,3
"ENSG00000175866","ENSG00000175866","BAIAP2",3,3
"ENSG00000181409","ENSG00000181409","AATK",3,3
"ENSG00000184009","ENSG00000184009","ACTG1",3,3
"ENSG00000141522","ENSG00000141522","ARHGDIA",2,3
"ENSG00000141542","ENSG00000141542","RAB40B",3,3
"ENSG00000141433","ENSG00000141433","ADCYAP1",3,3
"ENSG00000170579","ENSG00000170579","DLGAP1",3,3
"ENSG00000082397","ENSG00000082397","EPB41L3",3,3
"ENSG00000141404","ENSG00000141404","GNAL",2,3
"ENSG00000085415","ENSG00000085415","SEH1L",2,3
"ENSG00000168675","ENSG00000168675","LDLRAD4",3,3
"ENSG00000171885","ENSG00000171885","AQP4",3,3
"ENSG00000166974","ENSG00000166974","MAPRE2",3,3
"ENSG00000141424","ENSG00000141424","SLC39A6",3,3
"ENSG00000101489","ENSG00000101489","CELF4",3,3
"ENSG00000152214","ENSG00000152214","RIT2",2,3
"ENSG00000132872","ENSG00000132872","SYT4",3,3
"ENSG00000152234","ENSG00000152234","ATP5F1A",3,3
"ENSG00000265681","ENSG00000265681","RPL17",3,3
"ENSG00000041353","ENSG00000041353","RAB27B",3,3
"ENSG00000177511","ENSG00000177511","ST8SIA3",3,3
"ENSG00000141668","ENSG00000141668","CBLN2",3,3
"ENSG00000150656","ENSG00000150656","CNDP1",3,3
"ENSG00000197971","ENSG00000197971","MBP",3,3
"ENSG00000125841","ENSG00000125841","NRSN2",3,3
"ENSG00000088832","ENSG00000088832","FKBP1A",3,3
"ENSG00000198053","ENSG00000198053","SIRPA",3,3
"ENSG00000101365","ENSG00000101365","IDH3B",3,3
"ENSG00000088899","ENSG00000088899","LZTS3",3,3
"ENSG00000198171","ENSG00000198171","DDRGK1",2,3
"ENSG00000171867","ENSG00000171867","PRNP",3,3
"ENSG00000101265","ENSG00000101265","RASSF2",3,3
"ENSG00000089199","ENSG00000089199","CHGB",3,3
"ENSG00000125827","ENSG00000125827","TMX4",3,3
"ENSG00000182621","ENSG00000182621","PLCB1",3,3
"ENSG00000125869","ENSG00000125869","LAMP5",3,3
"ENSG00000132639","ENSG00000132639","SNAP25",3,3
"ENSG00000125851","ENSG00000125851","PCSK2",3,3
"ENSG00000125868","ENSG00000125868","DSTN",3,3
"ENSG00000125814","ENSG00000125814","NAPB",3,3
"ENSG00000101439","ENSG00000101439","CST3",3,3
"ENSG00000125971","ENSG00000125971","DYNLRB1",3,3
"ENSG00000101460","ENSG00000101460","MAP1LC3A",3,3
"ENSG00000078804","ENSG00000078804","TP53INP2",3,3
"ENSG00000260032","ENSG00000260032","NORAD",3,3
"ENSG00000088367","ENSG00000088367","EPB41L1",3,3
"ENSG00000101079","ENSG00000101079","NDRG3",3,3
"ENSG00000166619","ENSG00000166619","BLCAP",3,3
"ENSG00000053438","ENSG00000053438","NNAT",3,3
"ENSG00000132821","ENSG00000132821","VSTM2L",3,3
"ENSG00000132824","ENSG00000132824","SERINC3",3,3
"ENSG00000168734","ENSG00000168734","PKIG",2,3
"ENSG00000166913","ENSG00000166913","YWHAB",3,3
"ENSG00000025772","ENSG00000025772","TOMM34",2,3
"ENSG00000101443","ENSG00000101443","WFDC2",3,3
"ENSG00000124140","ENSG00000124140","SLC12A5",3,3
"ENSG00000149654","ENSG00000149654","CDH22",3,3
"ENSG00000158445","ENSG00000158445","KCNB1",3,3
"ENSG00000054793","ENSG00000054793","ATP9A",2,3
"ENSG00000064787","ENSG00000064787","BCAS1",3,3
"ENSG00000054803","ENSG00000054803","CBLN4",3,3
"ENSG00000087460","ENSG00000087460","GNAS",3,3
"ENSG00000124172","ENSG00000124172","ATP5F1E",3,3
"ENSG00000171858","ENSG00000171858","RPS21",3,3
"ENSG00000075043","ENSG00000075043","KCNQ2",2,3
"ENSG00000101210","ENSG00000101210","EEF1A2",3,3
"ENSG00000125534","ENSG00000125534","PPDPF",3,3
"ENSG00000197457","ENSG00000197457","STMN3",3,3
"ENSG00000101152","ENSG00000101152","DNAJC5",2,3
"ENSG00000172270","ENSG00000172270","BSG",2,3
"ENSG00000197766","ENSG00000197766","CFD",3,3
"ENSG00000099817","ENSG00000099817","POLR2E",2,3
"ENSG00000167468","ENSG00000167468","GPX4",3,3
"ENSG00000099624","ENSG00000099624","ATP5F1D",3,3
"ENSG00000115286","ENSG00000115286","NDUFS7",2,3
"ENSG00000115268","ENSG00000115268","RPS15",3,3
"ENSG00000127540","ENSG00000127540","UQCR11",3,3
"ENSG00000104904","ENSG00000104904","OAZ1",3,3
"ENSG00000176490","ENSG00000176490","DIRAS1",3,3
"ENSG00000104964","ENSG00000104964","AES",3,3
"ENSG00000129932","ENSG00000129932","DOHH",3,3
"ENSG00000186111","ENSG00000186111","PIP5K1C",2,3
"ENSG00000167654","ENSG00000167654","ATCAY",2,3
"ENSG00000167676","ENSG00000167676","PLIN4",3,3
"ENSG00000167680","ENSG00000167680","SEMA6B",2,3
"ENSG00000104833","ENSG00000104833","TUBB4A",3,3
"ENSG00000125730","ENSG00000125730","C3",2,3
"ENSG00000229833","ENSG00000229833","PET100",3,3
"ENSG00000260001","ENSG00000260001","TGFBR3L",3,3
"ENSG00000178531","ENSG00000178531","CTXN1",3,3
"ENSG00000233927","ENSG00000233927","RPS28",3,3
"ENSG00000198258","ENSG00000198258","UBL5",3,3
"ENSG00000127445","ENSG00000127445","PIN1",3,3
"ENSG00000105364","ENSG00000105364","MRPL4",2,3
"ENSG00000105376","ENSG00000105376","ICAM5",3,3
"ENSG00000267673","ENSG00000267673","FDX2",2,3
"ENSG00000129355","ENSG00000129355","CDKN2D",3,3
"ENSG00000167815","ENSG00000167815","PRDX2",3,3
"ENSG00000008441","ENSG00000008441","NFIX",3,3
"ENSG00000141837","ENSG00000141837","CACNA1A",2,3
"ENSG00000072071","ENSG00000072071","ADGRL1",3,3
"ENSG00000099797","ENSG00000099797","TECR",3,3
"ENSG00000127220","ENSG00000127220","ABHD8",2,3
"ENSG00000130303","ENSG00000130303","BST2",3,3
"ENSG00000130477","ENSG00000130477","UNC13A",3,3
"ENSG00000130479","ENSG00000130479","MAP1S",2,3
"ENSG00000105640","ENSG00000105640","RPL18A",3,3
"ENSG00000099308","ENSG00000099308","MAST3",3,3
"ENSG00000105649","ENSG00000105649","RAB3A",3,3
"ENSG00000130522","ENSG00000130522","JUND",3,3
"ENSG00000105701","ENSG00000105701","FKBP8",3,3
"ENSG00000006016","ENSG00000006016","CRLF1",3,3
"ENSG00000105696","ENSG00000105696","TMEM59L",3,3
"ENSG00000187664","ENSG00000187664","HAPLN4",3,3
"ENSG00000186010","ENSG00000186010","NDUFA13",3,3
"ENSG00000250067","ENSG00000250067","YJEFN3",3,3
"ENSG00000169021","ENSG00000169021","UQCRFS1",2,3
"ENSG00000105220","ENSG00000105220","GPI",3,3
"ENSG00000105711","ENSG00000105711","SCN1B",3,3
"ENSG00000089356","ENSG00000089356","FXYD3",3,3
"ENSG00000266964","ENSG00000266964","FXYD1",3,3
"ENSG00000221946","ENSG00000221946","FXYD7",3,3
"ENSG00000105695","ENSG00000105695","MAG",3,3
"ENSG00000126267","ENSG00000126267","COX6B1",3,3
"ENSG00000004776","ENSG00000004776","HSPB6",3,3
"ENSG00000105290","ENSG00000105290","APLP1",3,3
"ENSG00000105270","ENSG00000105270","CLIP3",3,3
"ENSG00000105254","ENSG00000105254","TBCB",3,3
"ENSG00000126247","ENSG00000126247","CAPNS1",2,3
"ENSG00000161281","ENSG00000161281","COX7A1",3,3
"ENSG00000011332","ENSG00000011332","DPF1",2,3
"ENSG00000167641","ENSG00000167641","PPP1R14A",3,3
"ENSG00000105193","ENSG00000105193","RPS16",3,3
"ENSG00000174521","ENSG00000174521","TTC9B",3,3
"ENSG00000105223","ENSG00000105223","PLD3",3,3
"ENSG00000105372","ENSG00000105372","RPS19",3,3
"ENSG00000105409","ENSG00000105409","ATP1A3",3,3
"ENSG00000105723","ENSG00000105723","GSK3A",2,3
"ENSG00000130203","ENSG00000130203","APOE",3,3
"ENSG00000130208","ENSG00000130208","APOC1",3,3
"ENSG00000277531","ENSG00000277531","PNMA8C",3,3
"ENSG00000182013","ENSG00000182013","PNMA8A",3,3
"ENSG00000204851","ENSG00000204851","PNMA8B",3,3
"ENSG00000160014","ENSG00000160014","CALM3",3,3
"ENSG00000042753","ENSG00000042753","AP2S1",3,3
"ENSG00000130748","ENSG00000130748","TMEM160",3,3
"ENSG00000118160","ENSG00000118160","SLC8A2",3,3
"ENSG00000105402","ENSG00000105402","NAPA",3,3
"ENSG00000178980","ENSG00000178980","SELENOW",3,3
"ENSG00000142235","ENSG00000142235","LMTK3",2,3
"ENSG00000063177","ENSG00000063177","RPL18",3,3
"ENSG00000063180","ENSG00000063180","CA11",3,3
"ENSG00000087086","ENSG00000087086","FTL",3,3
"ENSG00000104888","ENSG00000104888","SLC17A7",3,3
"ENSG00000142541","ENSG00000142541","RPL13A",3,3
"ENSG00000142534","ENSG00000142534","RPS11",2,3
"ENSG00000161671","ENSG00000161671","EMC10",2,3
"ENSG00000167755","ENSG00000167755","KLK6",3,3
"ENSG00000105568","ENSG00000105568","PPP2R1A",3,3
"ENSG00000126583","ENSG00000126583","PRKCG",3,3
"ENSG00000170906","ENSG00000170906","NDUFA3",3,3
"ENSG00000125505","ENSG00000125505","MBOAT7",2,3
"ENSG00000170889","ENSG00000170889","RPS9",3,3
"ENSG00000129990","ENSG00000129990","SYT5",2,3
"ENSG00000160469","ENSG00000160469","BRSK1",3,3
"ENSG00000108107","ENSG00000108107","RPL28",3,3
"ENSG00000198300","ENSG00000198300","PEG3",2,3
"ENSG00000083845","ENSG00000083845","RPS5",3,3
"ENSG00000130725","ENSG00000130725","UBE2M",3,3
"ENSG00000131100","ENSG00000131100","ATP6V1E1",3,3
"ENSG00000040608","ENSG00000040608","RTN4R",3,3
"ENSG00000241973","ENSG00000241973","PI4KA",3,3
"ENSG00000100030","ENSG00000100030","MAPK1",3,3
"ENSG00000211677","ENSG00000211677","IGLC2",3,3
"ENSG00000211679","ENSG00000211679","IGLC3",3,3
"ENSG00000250479","ENSG00000250479","CHCHD10",3,3
"ENSG00000240972","ENSG00000240972","MIF",3,3
"ENSG00000100095","ENSG00000100095","SEZ6L",3,3
"ENSG00000225783","ENSG00000225783","MIAT",2,3
"ENSG00000100219","ENSG00000100219","XBP1",3,3
"ENSG00000100285","ENSG00000100285","NEFH",3,3
"ENSG00000184076","ENSG00000184076","UQCR10",3,3
"ENSG00000128245","ENSG00000128245","YWHAH",3,3
"ENSG00000100320","ENSG00000100320","RBFOX2",2,3
"ENSG00000100362","ENSG00000100362","PVALB",3,3
"ENSG00000100097","ENSG00000100097","LGALS1",3,3
"ENSG00000100242","ENSG00000100242","SUN2",3,3
"ENSG00000221890","ENSG00000221890","NPTXR",3,3
"ENSG00000183741","ENSG00000183741","CBX6",3,3
"ENSG00000100316","ENSG00000100316","RPL3",3,3
"ENSG00000100321","ENSG00000100321","SYNGR1",3,3
"ENSG00000100138","ENSG00000100138","SNU13",2,3
"ENSG00000100167","ENSG00000100167","SEPT3",3,3
"ENSG00000186732","ENSG00000186732","MPPED1",3,3
"ENSG00000130540","ENSG00000130540","SULT4A1",3,3
"ENSG00000100364","ENSG00000100364","KIAA0930",3,3
"ENSG00000219438","ENSG00000219438","FAM19A5",2,3
"ENSG00000008735","ENSG00000008735","MAPK8IP2",3,3
"ENSG00000154654","ENSG00000154654","NCAM2",3,3
"ENSG00000154723","ENSG00000154723","ATP5PF",3,3
"ENSG00000142192","ENSG00000142192","APP",3,3
"ENSG00000156299","ENSG00000156299","TIAM1",2,3
"ENSG00000142168","ENSG00000142168","SOD1",3,3
"ENSG00000159082","ENSG00000159082","SYNJ1",3,3
"ENSG00000241837","ENSG00000241837","ATP5PO",3,3
"ENSG00000159228","ENSG00000159228","CBR1",3,3
"ENSG00000157557","ENSG00000157557","ETS2",3,3
"ENSG00000183036","ENSG00000183036","PCP4",3,3
"ENSG00000160180","ENSG00000160180","TFF3",3,3
"ENSG00000160182","ENSG00000160182","TFF1",3,3
"ENSG00000184900","ENSG00000184900","SUMO3",2,3
"ENSG00000142156","ENSG00000142156","COL6A1",3,3
"ENSG00000142173","ENSG00000142173","COL6A2",3,3
"ENSG00000160307","ENSG00000160307","S100B",3,3
